0, 1, 0.59362, 0.597805, 0, 1, 5e-06, 2.5e-06, 0, 0, 0, 0.999999, 1.25e-06, 0, 0, 4.5e-05, 0, 0, 0, 0, 0, 1, 2.5e-06, 2.5e-06, 0, 0.00073, 0, 0, 0, 0, 0, 7.375e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 1, 1, 1, 8.875e-05, 1, 0.0125437, 0.006325, 0, 2.125e-05, 0, 1, 0.00154875, 0.00147875, 0, 0.198807, 0, 0, 0, 0, 0, 1, 0.0263112, 0.0265987, 0, 0.981525, 2.5e-06, 0, 0, 0, 0, 0.266931, 0, 0, 0, 3.5e-05, 0, 0, 0, 0, 0, 0.008675, 0, 0, 0, 1.25e-06, 0, 0, 0, 0, 0, 
2, 1, 1, 1, 0.0003325, 1, 0.04943, 0.0247875, 0, 6.75e-05, 0, 1, 0.00596125, 0.00582, 0, 0.582165, 5e-06, 0, 0, 0, 0, 1, 0.101958, 0.100381, 0, 1, 2.75e-05, 1.125e-05, 0, 0, 0, 0.705847, 0, 1.25e-06, 0, 0.000375, 0, 0, 0, 0, 0, 0.03342, 0, 0, 0, 1.875e-05, 0, 0, 0, 0, 0, 
3, 1, 1, 1, 0.0007575, 1, 0.109288, 0.0552713, 0, 0.00015625, 0, 1, 0.01361, 0.0131662, 0, 0.861209, 1.25e-05, 1.25e-06, 0, 0, 0, 1, 0.216777, 0.211707, 0, 1, 9.5e-05, 3.5e-05, 0, 0, 0, 0.937036, 3.75e-06, 1.125e-05, 0, 0.0012925, 0, 0, 0, 0, 0, 0.07345, 0, 0, 0, 3.625e-05, 0, 0, 0, 0, 0, 
4, 1, 1, 1, 0.00134125, 1, 0.187671, 0.095905, 1.25e-06, 0.00029125, 0, 1, 0.0239863, 0.0231312, 0, 0.969609, 1.75e-05, 6.25e-06, 0, 0, 0, 1, 0.354697, 0.344574, 1.25e-06, 1, 0.00024, 9e-05, 0, 0, 0, 0.992481, 1.625e-05, 1.375e-05, 0, 0.00299375, 0, 0, 0, 0, 0, 0.12648, 1.25e-06, 0, 0, 8.875e-05, 0, 0, 0, 0, 0, 
5, 1, 1, 1, 0.0021, 1, 0.279475, 0.1452, 2.5e-06, 0.0004575, 0, 1, 0.0374813, 0.0358888, 1.25e-06, 0.995785, 2.75e-05, 1e-05, 0, 0, 0, 1, 0.497926, 0.482288, 2.5e-06, 1, 0.0004725, 0.000205, 0, 0, 0, 0.999505, 3.25e-05, 3.25e-05, 0, 0.0058175, 0, 0, 0, 0, 0, 0.19063, 1.25e-06, 0, 0, 0.00017625, 0, 0, 0, 0, 0, 
6, 1, 1, 1, 0.00308375, 1, 0.37986, 0.202101, 2.5e-06, 0.00066875, 0, 1, 0.0542712, 0.0513488, 1.25e-06, 0.999621, 4.25e-05, 2.25e-05, 0, 0, 0, 1, 0.633381, 0.61196, 5e-06, 1, 0.00083625, 0.00037625, 0, 0, 0, 0.999976, 6.125e-05, 5.125e-05, 0, 0.0100462, 0, 0, 0, 0, 0, 0.262465, 1.25e-06, 0, 0, 0.0002975, 0, 0, 0, 0, 0, 
7, 1, 1, 1, 0.0042925, 1, 0.48269, 0.263983, 3.75e-06, 0.0009425, 0, 1, 0.073845, 0.06903, 2.5e-06, 0.999978, 7.875e-05, 3.25e-05, 0, 0, 0, 1, 0.748478, 0.723769, 7.5e-06, 1, 0.001365, 0.00060625, 0, 0, 0, 0.999999, 0.00010625, 9e-05, 0, 0.0163887, 0, 0, 0, 0, 0, 0.338367, 2.5e-06, 0, 0, 0.0004825, 0, 0, 0, 0, 0, 
8, 1, 1, 1, 0.00571625, 1, 0.581306, 0.329816, 3.75e-06, 0.00123375, 0, 1, 0.096445, 0.088885, 3.75e-06, 1, 0.0001175, 5.125e-05, 0, 0, 0, 1, 0.839019, 0.813096, 1.5e-05, 1, 0.002115, 0.000905, 0, 0, 0, 1, 0.0001775, 0.0001575, 0, 0.0247925, 0, 0, 0, 0, 0, 0.41678, 5e-06, 0, 0, 0.00073125, 0, 0, 0, 0, 0, 
9, 1, 1, 1, 0.0073325, 1, 0.672312, 0.39673, 7.5e-06, 0.0016125, 0, 1, 0.121945, 0.111086, 3.75e-06, 1, 0.00015375, 6.75e-05, 0, 0, 0, 1, 0.904039, 0.879792, 1.75e-05, 1, 0.0030775, 0.00128375, 0, 1.25e-06, 0, 1, 0.0002775, 0.0002275, 0, 0.0360187, 0, 0, 0, 0, 0, 0.493904, 6.25e-06, 2.5e-06, 0, 0.00102, 0, 0, 0, 0, 0, 
