0, 0.999956, 0.5936, 0.59778, 0, 0.999956, 5e-06, 2.5e-06, 0, 0, 0, 0.999955, 1.25e-06, 0, 0, 4.5e-05, 0, 0, 0, 0, 0, 0.999956, 2.5e-06, 2.5e-06, 0, 0.00073, 0, 0, 0, 0, 0, 7.375e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 0.999956, 0.999956, 0.999956, 8.875e-05, 0.999956, 0.0125425, 0.006325, 0, 2.125e-05, 0, 0.999956, 0.00154875, 0.00147875, 0, 0.198801, 0, 0, 0, 0, 0, 0.999956, 0.0263112, 0.0265975, 0, 0.981483, 2.5e-06, 0, 0, 0, 0, 0.266919, 0, 0, 0, 3.5e-05, 0, 0, 0, 0, 0, 0.008675, 0, 0, 0, 1.25e-06, 0, 0, 0, 0, 0, 
2, 0.999956, 0.999956, 0.999956, 0.0003325, 0.999956, 0.0494262, 0.024785, 0, 6.75e-05, 0, 0.999956, 0.00596125, 0.00582, 0, 0.582145, 5e-06, 0, 0, 0, 0, 0.999956, 0.101955, 0.100379, 0, 0.999956, 2.75e-05, 1.125e-05, 0, 0, 0, 0.70582, 0, 1.25e-06, 0, 0.000375, 0, 0, 0, 0, 0, 0.03342, 0, 0, 0, 1.875e-05, 0, 0, 0, 0, 0, 
3, 0.999956, 0.999956, 0.999956, 0.0007575, 0.999956, 0.109281, 0.0552675, 0, 0.00015625, 0, 0.999956, 0.01361, 0.0131662, 0, 0.861175, 1.25e-05, 1.25e-06, 0, 0, 0, 0.999956, 0.216768, 0.211699, 0, 0.999956, 9.5e-05, 3.5e-05, 0, 0, 0, 0.936998, 3.75e-06, 1.125e-05, 0, 0.0012925, 0, 0, 0, 0, 0, 0.0734488, 0, 0, 0, 3.625e-05, 0, 0, 0, 0, 0, 
4, 0.999956, 0.999956, 0.999956, 0.00134125, 0.999956, 0.187664, 0.0959013, 1.25e-06, 0.00029125, 0, 0.999956, 0.0239863, 0.02313, 0, 0.969566, 1.75e-05, 6.25e-06, 0, 0, 0, 0.999956, 0.354683, 0.344556, 1.25e-06, 0.999956, 0.00024, 9e-05, 0, 0, 0, 0.992439, 1.625e-05, 1.375e-05, 0, 0.0029925, 0, 0, 0, 0, 0, 0.126475, 1.25e-06, 0, 0, 8.875e-05, 0, 0, 0, 0, 0, 
5, 0.999956, 0.999956, 0.999956, 0.0021, 0.999956, 0.279466, 0.145196, 2.5e-06, 0.0004575, 0, 0.999956, 0.03748, 0.0358875, 1.25e-06, 0.995741, 2.75e-05, 1e-05, 0, 0, 0, 0.999956, 0.497902, 0.482265, 2.5e-06, 0.999956, 0.0004725, 0.000205, 0, 0, 0, 0.999461, 3.25e-05, 3.25e-05, 0, 0.00581625, 0, 0, 0, 0, 0, 0.19062, 1.25e-06, 0, 0, 0.00017625, 0, 0, 0, 0, 0, 
6, 0.999956, 0.999956, 0.999956, 0.00308375, 0.999956, 0.379849, 0.202096, 2.5e-06, 0.00066875, 0, 0.999956, 0.05427, 0.0513475, 1.25e-06, 0.999578, 4.25e-05, 2.25e-05, 0, 0, 0, 0.999956, 0.633355, 0.611934, 5e-06, 0.999956, 0.00083625, 0.00037625, 0, 0, 0, 0.999933, 6.125e-05, 5.125e-05, 0, 0.010045, 0, 0, 0, 0, 0, 0.262451, 1.25e-06, 0, 0, 0.0002975, 0, 0, 0, 0, 0, 
7, 0.999956, 0.999956, 0.999956, 0.0042925, 0.999956, 0.482675, 0.263975, 3.75e-06, 0.0009425, 0, 0.999956, 0.0738437, 0.0690287, 2.5e-06, 0.999934, 7.875e-05, 3.25e-05, 0, 0, 0, 0.999956, 0.748445, 0.723739, 7.5e-06, 0.999956, 0.001365, 0.00060625, 0, 0, 0, 0.999955, 0.00010625, 9e-05, 0, 0.0163875, 0, 0, 0, 0, 0, 0.33835, 2.5e-06, 0, 0, 0.0004825, 0, 0, 0, 0, 0, 
8, 0.999956, 0.999956, 0.999956, 0.00571625, 0.999956, 0.581287, 0.329807, 3.75e-06, 0.00123375, 0, 0.999956, 0.0964438, 0.08888, 3.75e-06, 0.999956, 0.0001175, 5.125e-05, 0, 0, 0, 0.999956, 0.838985, 0.813065, 1.5e-05, 0.999956, 0.002115, 0.000905, 0, 0, 0, 0.999956, 0.0001775, 0.0001575, 0, 0.0247913, 0, 0, 0, 0, 0, 0.416761, 5e-06, 0, 0, 0.00073125, 0, 0, 0, 0, 0, 
9, 0.999956, 0.999956, 0.999956, 0.0073325, 0.999956, 0.67229, 0.396719, 7.5e-06, 0.0016125, 0, 0.999956, 0.121942, 0.111081, 3.75e-06, 0.999956, 0.00015375, 6.75e-05, 0, 0, 0, 0.999956, 0.904004, 0.87976, 1.75e-05, 0.999956, 0.0030775, 0.00128375, 0, 1.25e-06, 0, 0.999956, 0.0002775, 0.0002275, 0, 0.0360162, 0, 0, 0, 0, 0, 0.493883, 6.25e-06, 2.5e-06, 0, 0.00102, 0, 0, 0, 0, 0, 
